street,type,date,total_records,id,kab_code,kab_name,street,type,total_records,time,level,median_length,median_delay,median_speed_kmh,total_records,id,date,median_level,geometry
Tuparev,JAM,7/7/2022,5,5935285,32.74000168,KOTA CIREBON,Tuparev,JAM,5,5:00:00 PM,3,234,85,6.380000114,5,33542048,7/7/2022,3,"MULTILINESTRING ((108.550822 -6.712156, 108.550007 -6.712066, 108.549776 -6.712038, 108.549046 -6.711948, 108.548724 -6.711911), (108.548724 -6.711911, 108.549046 -6.711948, 108.549776 -6.712038, 108.550007 -6.712066, 108.550822 -6.712156), (108.548724 -6.711911, 108.549046 -6.711948, 108.549776 -6.712038, 108.550007 -6.712066, 108.550822 -6.712156), (108.548724 -6.711911, 108.549046 -6.711948, 108.549776 -6.712038, 108.550007 -6.712066, 108.550822 -6.712156), (108.548724 -6.711911, 108.549046 -6.711948, 108.549776 -6.712038, 108.550007 -6.712066, 108.550822 -6.712156))"
Slamet Riyadi,JAM,7/7/2022,7,5935286,32.74000168,KOTA CIREBON,Slamet Riyadi,JAM,7,12:00:00 PM,3,495,104,9.449999809,7,33541885,7/7/2022,3,"MULTILINESTRING ((108.55127 -6.700863, 108.5513 -6.700694, 108.551368 -6.700499, 108.551558 -6.700268, 108.551687 -6.70018, 108.551866 -6.700115, 108.553191 -6.699775, 108.554204 -6.699499, 108.554469 -6.699421, 108.554621 -6.699419, 108.554505 -6.699507, 108.554373 -6.699543, 108.552832 -6.699942, 108.55197 -6.700166, 108.55181 -6.700214, 108.551689 -6.700278, 108.551531 -6.700425, 108.551406 -6.700631, 108.551351 -6.700848, 108.551318 -6.701158), (108.55127 -6.700863, 108.5513 -6.700694, 108.551368 -6.700499, 108.551558 -6.700268, 108.551687 -6.70018, 108.551866 -6.700115, 108.553191 -6.699775, 108.554204 -6.699499, 108.554469 -6.699421, 108.554621 -6.699419, 108.554505 -6.699507, 108.554373 -6.699543, 108.552832 -6.699942, 108.55197 -6.700166, 108.55181 -6.700214, 108.551689 -6.700278, 108.551531 -6.700425, 108.551406 -6.700631, 108.551351 -6.700848, 108.551318 -6.701158), (108.55127 -6.700863, 108.5513 -6.700694, 108.551368 -6.700499, 108.551558 -6.700268, 108.551687 -6.70018, 108.551866 -6.700115, 108.553191 -6.699775, 108.554204 -6.699499, 108.554469 -6.699421, 108.554621 -6.699419, 108.554505 -6.699507, 108.554373 -6.699543, 108.552832 -6.699942, 108.55197 -6.700166, 108.55181 -6.700214, 108.551689 -6.700278, 108.551531 -6.700425, 108.551406 -6.700631, 108.551351 -6.700848, 108.551318 -6.701158), (108.551318 -6.701158, 108.551351 -6.700848, 108.551406 -6.700631, 108.551531 -6.700425, 108.551689 -6.700278, 108.55181 -6.700214, 108.55197 -6.700166, 108.552832 -6.699942, 108.554373 -6.699543, 108.554505 -6.699507, 108.554621 -6.699419, 108.554469 -6.699421, 108.554204 -6.699499, 108.554469 -6.699421, 108.554621 -6.699419, 108.554505 -6.699507, 108.554373 -6.699543, 108.552832 -6.699942, 108.55197 -6.700166, 108.55181 -6.700214, 108.551689 -6.700278, 108.551531 -6.700425, 108.551406 -6.700631, 108.551351 -6.700848, 108.551318 -6.701158), (108.551318 -6.701158, 108.551351 -6.700848, 108.551406 -6.700631, 108.551531 -6.700425, 108.551689 -6.700278, 108.55181 -6.700214, 108.55197 -6.700166, 108.552832 -6.699942, 108.554373 -6.699543, 108.554506 -6.699546, 108.554559 -6.699562, 108.554638 -6.699632, 108.554559 -6.699562, 108.554506 -6.699546, 108.554373 -6.699543, 108.552832 -6.699942, 108.55197 -6.700166, 108.55181 -6.700214, 108.551689 -6.700278, 108.551531 -6.700425, 108.551406 -6.700631, 108.551351 -6.700848, 108.551318 -6.701158))"
Tol Palimanan-Kanci,JAM,7/7/2022,10,5935297,32.74000168,KOTA CIREBON,Tol Palimanan-Kanci,JAM,10,3:00:00 PM,3,1092,23.5,19.07999992,10,33541976,7/7/2022,3,"MULTILINESTRING ((108.561445 -6.776146, 108.560512 -6.775973, 108.558814 -6.775716, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.548965 -6.774829, 108.548358 -6.774702), (108.561445 -6.776146, 108.560512 -6.775973, 108.558814 -6.775716, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.548965 -6.774829, 108.548358 -6.774702), (108.561445 -6.776146, 108.560512 -6.775973, 108.558814 -6.775716, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.548965 -6.774829, 108.548358 -6.774702), (108.558188 -6.775655, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.548965 -6.774829, 108.548358 -6.774702), (108.559822 -6.775868, 108.558814 -6.775716, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.548965 -6.774829, 108.548358 -6.774702), (108.558188 -6.775655, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.548965 -6.774829, 108.548358 -6.774702), (108.558188 -6.775655, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.548965 -6.774829, 108.548358 -6.774702), (108.558188 -6.775655, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.548965 -6.774829, 108.548358 -6.774702), (108.559822 -6.775868, 108.558814 -6.775716, 108.556915 -6.775532, 108.555206 -6.775449, 108.553329 -6.775364, 108.551714 -6.775237, 108.550462 -6.775074, 108.54998 -6.774995, 108.550462 -6.775074, 108.551714 -6.775237, 108.553329 -6.775364, 108.555206 -6.775449, 108.556915 -6.775532, 108.558814 -6.775716, 108.559822 -6.775868))"
N14 Jenderal Sudirman,JAM,7/8/2022,13,5940271,32.74000168,KOTA CIREBON,N14 Jenderal Sudirman,JAM,13,12:00:00 PM,1,1461,84,22.55999947,13,33606941,7/8/2022,1,"MULTILINESTRING ((108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369), (108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369), (108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369), (108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369), (108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369), (108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369), (108.540309 -6.750729, 108.540341 -6.750587, 108.54088 -6.749578, 108.54128 -6.748794, 108.541428 -6.748578, 108.54187 -6.747601, 108.542352 -6.746464, 108.542867 -6.745404, 108.543341 -6.744571, 108.543488 -6.744311, 108.544013 -6.743317, 108.544415 -6.74271, 108.544946 -6.742044, 108.545311 -6.741783, 108.546696 -6.741102, 108.54698 -6.740881, 108.547337 -6.740562, 108.547682 -6.74019), (108.541428 -6.748578, 108.54187 -6.747601, 108.542352 -6.746464, 108.542867 -6.745404, 108.543341 -6.744571, 108.543488 -6.744311, 108.544013 -6.743317, 108.544415 -6.74271, 108.544946 -6.742044, 108.545311 -6.741783, 108.546696 -6.741102, 108.54698 -6.740881, 108.547337 -6.740562, 108.547682 -6.74019), (108.541428 -6.748578, 108.54187 -6.747601, 108.542352 -6.746464, 108.542867 -6.745404, 108.543341 -6.744571, 108.543488 -6.744311, 108.544013 -6.743317, 108.544415 -6.74271, 108.544946 -6.742044, 108.545311 -6.741783, 108.546696 -6.741102, 108.54698 -6.740881, 108.547337 -6.740562, 108.547682 -6.74019), (108.541428 -6.748578, 108.54187 -6.747601, 108.542352 -6.746464, 108.542867 -6.745404, 108.543341 -6.744571, 108.543488 -6.744311, 108.544013 -6.743317, 108.544415 -6.74271, 108.544946 -6.742044, 108.545311 -6.741783, 108.546696 -6.741102, 108.54698 -6.740881, 108.547337 -6.740562, 108.547682 -6.74019), (108.541428 -6.748578, 108.54187 -6.747601, 108.542352 -6.746464, 108.542867 -6.745404, 108.543341 -6.744571, 108.543488 -6.744311, 108.544013 -6.743317, 108.544415 -6.74271, 108.544946 -6.742044, 108.545311 -6.741783, 108.546696 -6.741102, 108.54698 -6.740881, 108.547337 -6.740562, 108.547682 -6.74019), (108.541428 -6.748578, 108.54187 -6.747601, 108.542352 -6.746464, 108.542867 -6.745404, 108.543341 -6.744571, 108.543488 -6.744311, 108.544013 -6.743317, 108.544415 -6.74271, 108.544946 -6.742044, 108.545311 -6.741783, 108.546696 -6.741102, 108.54698 -6.740881, 108.547337 -6.740562, 108.547682 -6.74019), (108.542317 -6.746544, 108.542352 -6.746464, 108.542867 -6.745404, 108.543341 -6.744571, 108.543488 -6.744311, 108.544013 -6.743317, 108.544415 -6.74271, 108.544946 -6.742044, 108.545311 -6.741783, 108.546696 -6.741102, 108.54698 -6.740881, 108.547337 -6.740562, 108.547682 -6.74019))"
N14 Jenderal Sudirman,JAM,7/8/2022,30,5940270,32.74000168,KOTA CIREBON,N14 Jenderal Sudirman,JAM,30,2:00:00 PM,2,866,94.5,18.39999962,30,33607006,7/8/2022,2,"MULTILINESTRING ((108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.528181 -6.764259, 108.528591 -6.763914, 108.529824 -6.762862, 108.530256 -6.762493, 108.530487 -6.76228, 108.531461 -6.761334, 108.531824 -6.760939, 108.53242 -6.760329, 108.532958 -6.759804, 108.533883 -6.75889), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914, 108.528181 -6.764259), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914), (108.533883 -6.75889, 108.532958 -6.759804, 108.53242 -6.760329, 108.531824 -6.760939, 108.531461 -6.761334, 108.530487 -6.76228, 108.530256 -6.762493, 108.529824 -6.762862, 108.528591 -6.763914), (108.533883 -6.75889, 108.534841 -6.757968, 108.53514 -6.757739, 108.536341 -6.75697, 108.537512 -6.756196, 108.537678 -6.756008, 108.537774 -6.755848, 108.538045 -6.75522, 108.538466 -6.754245, 108.538732 -6.753603, 108.538804 -6.75343, 108.539018 -6.752988, 108.539943 -6.751369, 108.540309 -6.750729, 108.540341 -6.750587, 108.54088 -6.749578, 108.540341 -6.750587, 108.540309 -6.750729, 108.539943 -6.751369, 108.539018 -6.752988, 108.538804 -6.75343, 108.538732 -6.753603, 108.538466 -6.754245, 108.538045 -6.75522, 108.537774 -6.755848, 108.537678 -6.756008, 108.537512 -6.756196, 108.536341 -6.75697, 108.53514 -6.757739, 108.534841 -6.757968, 108.533883 -6.75889), (108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369, 108.539018 -6.752988, 108.538804 -6.75343, 108.538732 -6.753603, 108.538466 -6.754245, 108.538045 -6.75522, 108.537774 -6.755848, 108.537678 -6.756008, 108.537512 -6.756196, 108.536341 -6.75697, 108.53514 -6.757739, 108.534841 -6.757968, 108.533883 -6.75889), (108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369, 108.539018 -6.752988, 108.538804 -6.75343, 108.538732 -6.753603, 108.538466 -6.754245, 108.538045 -6.75522, 108.537774 -6.755848, 108.537678 -6.756008, 108.537512 -6.756196, 108.536341 -6.75697, 108.53514 -6.757739, 108.534841 -6.757968, 108.533883 -6.75889), (108.547682 -6.74019, 108.547337 -6.740562, 108.54698 -6.740881, 108.546696 -6.741102, 108.545311 -6.741783, 108.544946 -6.742044, 108.544415 -6.74271, 108.544013 -6.743317, 108.543488 -6.744311, 108.543341 -6.744571, 108.542867 -6.745404, 108.542352 -6.746464, 108.54187 -6.747601, 108.541428 -6.748578, 108.541354 -6.748791, 108.541006 -6.749528, 108.540953 -6.749623, 108.540405 -6.750609, 108.540309 -6.750729, 108.539943 -6.751369))"
Tentara Pelajar,JAM,7/8/2022,13,5940276,32.74000168,KOTA CIREBON,Tentara Pelajar,JAM,13,5:00:00 PM,3,813,259,8.18999958,13,33607153,7/8/2022,3,"MULTILINESTRING ((108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189), (108.551096 -6.713548, 108.551408 -6.713664, 108.551495 -6.713696, 108.552106 -6.713861, 108.552576 -6.714082, 108.552876 -6.714285, 108.553151 -6.714472, 108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189), (108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189), (108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189), (108.553497 -6.714676, 108.553929 -6.714906, 108.554973 -6.715356, 108.555266 -6.715485, 108.55676 -6.715815, 108.556841 -6.715807, 108.557939 -6.716043, 108.55831 -6.716113, 108.558508 -6.716144, 108.558581 -6.716189))"
